"Identified.Proteins","Accession.Number","Alternate.ID","Molecular.Weight","sample","value","group"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X107B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X108B",2.8518,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X110B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X125B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X193B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X203B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X204B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X254B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X265B",0,"OC4_1"
"aspartate aminotransferase, mitochondrial  ","XP_048673167.1","GOT2",48,"X269B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X114A",4.8258,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X115A",0,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X116A",3.8233,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X133A",2.2955,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X137A",0.30499,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X162A",0,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X192A",2.2881,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X249A",0,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X278A",0,"OC2_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X114B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X115B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X116B",0.96636,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X133B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X137B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X162B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X192B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X249B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X278B",0,"OC2_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X081A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X087A",1.3695,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X088A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X098A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X100A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X107A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X108A",1.142,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X110A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X125A",1.0062,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X193A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X203A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X204A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X254A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X265A",1.2403,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X269A",0,"OC4_0"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X081B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X087B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X088B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X098B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X100B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X107B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X108B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X110B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X125B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X193B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X203B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X204B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X254B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X265B",0,"OC4_1"
"Cluster of tropomyosin alpha-1 chain isoform X20  ","XP_048722299.1 ","TPM1",29,"X269B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X114A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X115A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X116A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X133A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X137A",1.091,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X162A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X192A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X249A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X278A",0,"OC2_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X114B",0,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X115B",0,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X116B",0.96636,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X133B",0,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X137B",1.0729,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X162B",0,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X192B",0.93212,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X249B",0,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X278B",1.0389,"OC2_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X081A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X087A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X088A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X098A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X100A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X107A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X108A",0.89251,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X110A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X125A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X193A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X203A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X204A",0.95442,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X254A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X265A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X269A",0,"OC4_0"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X081B",1.0151,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X087B",0.96538,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X088B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X098B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X100B",0.95565,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X107B",1.981,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X108B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X110B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X125B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X193B",1.0064,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X203B",0.99645,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X204B",0.99034,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X254B",1.0878,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X265B",0,"OC4_1"
"Cluster of mannan-binding lectin serine protease 1 isoform X3  ","XP_048721451.1 ","MASP1",78,"X269B",2.0729,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X114A",1.779,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X115A",0,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X116A",1.7279,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X133A",0,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X137A",0,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X162A",1.0118,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X192A",0,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X249A",1.0098,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X278A",0.952,"OC2_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X114B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X115B",1.0332,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X116B",0.96636,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X133B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X137B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X162B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X192B",1.8642,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X249B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X278B",0,"OC2_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X081A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X087A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X088A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X098A",1.0331,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X100A",0.97824,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X107A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X108A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X110A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X125A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X193A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X203A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X204A",0.95442,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X254A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X265A",0.96933,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X269A",0,"OC4_0"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X081B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X087B",0.96538,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X088B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X098B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X100B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X107B",1.981,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X108B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X110B",1.0451,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X125B",0.99568,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X193B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X203B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X204B",0.99034,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X254B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X265B",0,"OC4_1"
"calmodulin-3  ","XP_048688993.1 ","CALM3",17,"X269B",1.0365,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X114A",2.165,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X115A",1.017,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X116A",4.8195,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X133A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X137A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X162A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X192A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X249A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X278A",0,"OC2_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X114B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X115B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X116B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X133B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X137B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X162B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X192B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X249B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X278B",0,"OC2_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X081A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X087A",3.6755,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X088A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X098A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X100A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X107A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X108A",1.5267,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X110A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X125A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X193A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X203A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X204A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X254A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X265A",2.8351,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X269A",0,"OC4_0"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X081B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X087B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X088B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X098B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X100B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X107B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X108B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X110B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X125B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X193B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X203B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X204B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X254B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X265B",0,"OC4_1"
"Cluster of myosin-7B isoform X2  ","XP_048676615.1 ","MYH7B",224,"X269B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X114A",2.391,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X115A",0,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X116A",3.3891,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X133A",0,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X137A",1.219,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X162A",1.0118,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X192A",0,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X249A",0,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X278A",0,"OC2_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X114B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X115B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X116B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X133B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X137B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X162B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X192B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X249B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X278B",0,"OC2_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X081A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X087A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X088A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X098A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X100A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X107A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X108A",1.8897,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X110A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X125A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X193A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X203A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X204A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X254A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X265A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X269A",0,"OC4_0"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X081B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X087B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X088B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X098B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X100B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X107B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X108B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X110B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X125B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X193B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X203B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X204B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X254B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X265B",0,"OC4_1"
"14-3-3 protein beta/alpha  ","XP_048676809.1 ","YWHAB",28,"X269B",0.12162,"OC4_1"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X114A",0,"OC2_0"
"serotriflin-like  ","XP_048701701.1","CRISP2",27,"X115A",0,"OC2_0"
